"","SYMBOL","ENSEMBL","gene"
"LY6G6C","LY6G6C","ENSG00000204421","LY6G6C"
"LY6G6D","LY6G6D","ENSG00000244355","LY6G6D"
"LY6G6F","LY6G6F","ENSG00000204424","LY6G6F"
"LY6H","LY6H","ENSG00000176956","LY6H"
"LY6K","LY6K","ENSG00000160886","LY6K"
"LY6L","LY6L","ENSG00000261667","LY6L"
"LY75","LY75","ENSG00000054219","LY75"
"LY86","LY86","ENSG00000112799","LY86"
"LY86-AS1","LY86-AS1","ENSG00000216863","LY86-AS1"
"LY9","LY9","ENSG00000122224","LY9"
"LY96","LY96","ENSG00000154589","LY96"
"LYAR","LYAR","ENSG00000145220","LYAR"
"LYG1","LYG1","ENSG00000144214","LYG1"
"LYG2","LYG2","ENSG00000185674","LYG2"
"LYL1","LYL1","ENSG00000104903","LYL1"
"LYN","LYN","ENSG00000254087","LYN"
"LYNX1","LYNX1","ENSG00000180155","LYNX1"
"LYPD1","LYPD1","ENSG00000150551","LYPD1"
"LYPD2","LYPD2","ENSG00000197353","LYPD2"
"LYPD3","LYPD3","ENSG00000124466","LYPD3"
"LYPD4","LYPD4","ENSG00000273111","LYPD4"
"LYPD5","LYPD5","ENSG00000159871","LYPD5"
"LYPD6","LYPD6","ENSG00000187123","LYPD6"
"LYPD6B","LYPD6B","ENSG00000150556","LYPD6B"
"LYPD8","LYPD8","ENSG00000259823","LYPD8"
"LYPLA1","LYPLA1","ENSG00000120992","LYPLA1"
"LYPLA2","LYPLA2","ENSG00000011009","LYPLA2"
"LYPLAL1","LYPLAL1","ENSG00000143353","LYPLAL1"
"LYPLAL1-DT","LYPLAL1-DT","ENSG00000228063","LYPLAL1-DT"
"LYRM1","LYRM1","ENSG00000102897","LYRM1"
"LYRM2","LYRM2","ENSG00000083099","LYRM2"
"LYRM4","LYRM4","ENSG00000214113","LYRM4"
"LYRM7","LYRM7","ENSG00000186687","LYRM7"
"LYRM9","LYRM9","ENSG00000232859","LYRM9"
"LYSMD1","LYSMD1","ENSG00000163155","LYSMD1"
"LYSMD2","LYSMD2","ENSG00000140280","LYSMD2"
"LYSMD3","LYSMD3","ENSG00000176018","LYSMD3"
"LYSMD4","LYSMD4","ENSG00000183060","LYSMD4"
"LYST","LYST","ENSG00000143669","LYST"
"LYVE1","LYVE1","ENSG00000133800","LYVE1"
"LYZ","LYZ","ENSG00000090382","LYZ"
"LYZL1","LYZL1","ENSG00000120563","LYZL1"
"LYZL2","LYZL2","ENSG00000151033","LYZL2"
"LYZL4","LYZL4","ENSG00000157093","LYZL4"
"LYZL6","LYZL6","ENSG00000275722","LYZL6"
"LZIC","LZIC","ENSG00000162441","LZIC"
"LZTFL1","LZTFL1","ENSG00000163818","LZTFL1"
"LZTR1","LZTR1","ENSG00000099949","LZTR1"
"LZTS1","LZTS1","ENSG00000061337","LZTS1"
"LZTS1-AS1","LZTS1-AS1","ENSG00000253733","LZTS1-AS1"
"LZTS2","LZTS2","ENSG00000107816","LZTS2"
"LZTS3","LZTS3","ENSG00000088899","LZTS3"
"M1AP","M1AP","ENSG00000159374","M1AP"
"M6PR","M6PR","ENSG00000003056","M6PR"
"MAB21L1","MAB21L1","ENSG00000180660","MAB21L1"
"MAB21L2","MAB21L2","ENSG00000181541","MAB21L2"
"MAB21L3","MAB21L3","ENSG00000173212","MAB21L3"
"MAB21L4","MAB21L4","ENSG00000172478","MAB21L4"
"MACC1","MACC1","ENSG00000183742","MACC1"
"MACC1-AS1","MACC1-AS1","ENSG00000228598","MACC1-AS1"
"MACF1","MACF1","ENSG00000127603","MACF1"
"MACO1","MACO1","ENSG00000204178","MACO1"
"MACROD1","MACROD1","ENSG00000133315","MACROD1"
"MACROD2","MACROD2","ENSG00000172264","MACROD2"
"MACROD2-AS1","MACROD2-AS1","ENSG00000235914","MACROD2-AS1"
"MACROD2-IT1","MACROD2-IT1","ENSG00000227927","MACROD2-IT1"
"MAD1L1","MAD1L1","ENSG00000002822","MAD1L1"
"MAD2L1","MAD2L1","ENSG00000164109","MAD2L1"
"MAD2L1BP","MAD2L1BP","ENSG00000124688","MAD2L1BP"
"MAD2L2","MAD2L2","ENSG00000116670","MAD2L2"
"MADCAM1","MADCAM1","ENSG00000099866","MADCAM1"
"MADD","MADD","ENSG00000110514","MADD"
"MAEA","MAEA","ENSG00000090316","MAEA"
"MAEL","MAEL","ENSG00000143194","MAEL"
"MAF","MAF","ENSG00000178573","MAF"
"MAF1","MAF1","ENSG00000179632","MAF1"
"MAFA","MAFA","ENSG00000182759","MAFA"
"MAFA-AS1","MAFA-AS1","ENSG00000254338","MAFA-AS1"
"MAFB","MAFB","ENSG00000204103","MAFB"
"MAFF","MAFF","ENSG00000185022","MAFF"
"MAFG","MAFG","ENSG00000197063","MAFG"
"MAFG-DT","MAFG-DT","ENSG00000265688","MAFG-DT"
"MAFIP","MAFIP","ENSG00000277400","MAFIP"
"MAFK","MAFK","ENSG00000198517","MAFK"
"MAFTRR","MAFTRR","ENSG00000261390","MAFTRR"
"MAG","MAG","ENSG00000105695","MAG"
"MAGEA1","MAGEA1","ENSG00000198681","MAGEA1"
"MAGEA10","MAGEA10","ENSG00000124260","MAGEA10"
"MAGEA11","MAGEA11","ENSG00000185247","MAGEA11"
"MAGEA12","MAGEA12","ENSG00000213401","MAGEA12"
"MAGEA2","MAGEA2","ENSG00000268606","MAGEA2"
"MAGEA2B","MAGEA2B","ENSG00000183305","MAGEA2B"
"MAGEA3","MAGEA3","ENSG00000221867","MAGEA3"
"MAGEA4","MAGEA4","ENSG00000147381","MAGEA4"
"MAGEA6","MAGEA6","ENSG00000197172","MAGEA6"
"MAGEA8","MAGEA8","ENSG00000156009","MAGEA8"
"MAGEA9","MAGEA9","ENSG00000123584","MAGEA9"
"MAGEA9B","MAGEA9B","ENSG00000267978","MAGEA9B"
"MAGEB1","MAGEB1","ENSG00000214107","MAGEB1"
"MAGEB10","MAGEB10","ENSG00000177689","MAGEB10"
"MAGEB16","MAGEB16","ENSG00000189023","MAGEB16"
"MAGEB17","MAGEB17","ENSG00000182798","MAGEB17"
"MAGEB18","MAGEB18","ENSG00000176774","MAGEB18"
"MAGEB2","MAGEB2","ENSG00000099399","MAGEB2"
"MAGEB3","MAGEB3","ENSG00000198798","MAGEB3"
"MAGEB4","MAGEB4","ENSG00000120289","MAGEB4"
"MAGEB5","MAGEB5","ENSG00000188408","MAGEB5"
"MAGEB6","MAGEB6","ENSG00000176746","MAGEB6"
"MAGEC1","MAGEC1","ENSG00000155495","MAGEC1"
"MAGEC2","MAGEC2","ENSG00000046774","MAGEC2"
"MAGEC3","MAGEC3","ENSG00000165509","MAGEC3"
"MAGED1","MAGED1","ENSG00000179222","MAGED1"
"MAGED2","MAGED2","ENSG00000102316","MAGED2"
"MAGED4","MAGED4","ENSG00000154545","MAGED4"
"MAGED4B","MAGED4B","ENSG00000187243","MAGED4B"
"MAGEE1","MAGEE1","ENSG00000198934","MAGEE1"
"MAGEE2","MAGEE2","ENSG00000186675","MAGEE2"
"MAGEF1","MAGEF1","ENSG00000177383","MAGEF1"
"MAGEH1","MAGEH1","ENSG00000187601","MAGEH1"
"MAGEL2","MAGEL2","ENSG00000254585","MAGEL2"
"MAGI1","MAGI1","ENSG00000151276","MAGI1"
"MAGI1-AS1","MAGI1-AS1","ENSG00000240175","MAGI1-AS1"
"MAGI1-IT1","MAGI1-IT1","ENSG00000272610","MAGI1-IT1"
"MAGI2","MAGI2","ENSG00000187391","MAGI2"
"MAGI2-AS2","MAGI2-AS2","ENSG00000226978","MAGI2-AS2"
"MAGI2-AS3","MAGI2-AS3","ENSG00000234456","MAGI2-AS3"
"MAGI3","MAGI3","ENSG00000081026","MAGI3"
"MAGIX","MAGIX","ENSG00000269313","MAGIX"
"MAGOH","MAGOH","ENSG00000162385","MAGOH"
"MAGOHB","MAGOHB","ENSG00000111196","MAGOHB"
"MAGT1","MAGT1","ENSG00000102158","MAGT1"
"MAIP1","MAIP1","ENSG00000162972","MAIP1"
"MAJIN","MAJIN","ENSG00000168070","MAJIN"
"MAK","MAK","ENSG00000111837","MAK"
"MAK16","MAK16","ENSG00000198042","MAK16"
"MAL","MAL","ENSG00000172005","MAL"
"MAL2","MAL2","ENSG00000147676","MAL2"
"MAL2-AS1","MAL2-AS1","ENSG00000253972","MAL2-AS1"
"MALAT1","MALAT1","ENSG00000251562","MALAT1"
"MALL","MALL","ENSG00000144063","MALL"
"MALRD1","MALRD1","ENSG00000204740","MALRD1"
"MALSU1","MALSU1","ENSG00000156928","MALSU1"
"MALT1","MALT1","ENSG00000172175","MALT1"
"MAMDC2","MAMDC2","ENSG00000165072","MAMDC2"
"MAMDC2-AS1","MAMDC2-AS1","ENSG00000204706","MAMDC2-AS1"
"MAMDC4","MAMDC4","ENSG00000177943","MAMDC4"
"MAML1","MAML1","ENSG00000161021","MAML1"
"MAML2","MAML2","ENSG00000184384","MAML2"
"MAML3","MAML3","ENSG00000196782","MAML3"
"MAMLD1","MAMLD1","ENSG00000013619","MAMLD1"
"MAMSTR","MAMSTR","ENSG00000176909","MAMSTR"
"MAN1A1","MAN1A1","ENSG00000111885","MAN1A1"
"MAN1A2","MAN1A2","ENSG00000198162","MAN1A2"
"MAN1B1","MAN1B1","ENSG00000177239","MAN1B1"
"MAN1B1-DT","MAN1B1-DT","ENSG00000268996","MAN1B1-DT"
"MAN1C1","MAN1C1","ENSG00000117643","MAN1C1"
"MAN2A1","MAN2A1","ENSG00000112893","MAN2A1"
"MAN2A2","MAN2A2","ENSG00000196547","MAN2A2"
"MAN2B1","MAN2B1","ENSG00000104774","MAN2B1"
"MAN2B2","MAN2B2","ENSG00000013288","MAN2B2"
"MAN2C1","MAN2C1","ENSG00000140400","MAN2C1"
"MANBA","MANBA","ENSG00000109323","MANBA"
"MANBAL","MANBAL","ENSG00000101363","MANBAL"
"MANCR","MANCR","ENSG00000231298","MANCR"
"MANEA","MANEA","ENSG00000172469","MANEA"
"MANEA-DT","MANEA-DT","ENSG00000261366","MANEA-DT"
"MANEAL","MANEAL","ENSG00000185090","MANEAL"
"MANF","MANF","ENSG00000145050","MANF"
"MANSC1","MANSC1","ENSG00000111261","MANSC1"
"MANSC4","MANSC4","ENSG00000205693","MANSC4"
"MAOA","MAOA","ENSG00000189221","MAOA"
"MAOB","MAOB","ENSG00000069535","MAOB"
"MAP10","MAP10","ENSG00000212916","MAP10"
"MAP11","MAP11","ENSG00000146826","MAP11"
"MAP1A","MAP1A","ENSG00000166963","MAP1A"
"MAP1B","MAP1B","ENSG00000131711","MAP1B"
"MAP1LC3A","MAP1LC3A","ENSG00000101460","MAP1LC3A"
"MAP1LC3B","MAP1LC3B","ENSG00000140941","MAP1LC3B"
"MAP1LC3B2","MAP1LC3B2","ENSG00000258102","MAP1LC3B2"
"MAP1LC3C","MAP1LC3C","ENSG00000197769","MAP1LC3C"
"MAP1S","MAP1S","ENSG00000130479","MAP1S"
"MAP2","MAP2","ENSG00000078018","MAP2"
"MAP2K1","MAP2K1","ENSG00000169032","MAP2K1"
"MAP2K2","MAP2K2","ENSG00000126934","MAP2K2"
"MAP2K3","MAP2K3","ENSG00000034152","MAP2K3"
"MAP2K4","MAP2K4","ENSG00000065559","MAP2K4"
"MAP2K5","MAP2K5","ENSG00000137764","MAP2K5"
"MAP2K6","MAP2K6","ENSG00000108984","MAP2K6"
"MAP2K7","MAP2K7","ENSG00000076984","MAP2K7"
"MAP3K1","MAP3K1","ENSG00000095015","MAP3K1"
"MAP3K10","MAP3K10","ENSG00000130758","MAP3K10"
"MAP3K11","MAP3K11","ENSG00000173327","MAP3K11"
"MAP3K12","MAP3K12","ENSG00000139625","MAP3K12"
"MAP3K13","MAP3K13","ENSG00000073803","MAP3K13"
"MAP3K14","MAP3K14","ENSG00000006062","MAP3K14"
"MAP3K15","MAP3K15","ENSG00000180815","MAP3K15"
"MAP3K19","MAP3K19","ENSG00000176601","MAP3K19"
"MAP3K2","MAP3K2","ENSG00000169967","MAP3K2"
"MAP3K2-DT","MAP3K2-DT","ENSG00000236682","MAP3K2-DT"
"MAP3K20","MAP3K20","ENSG00000091436","MAP3K20"
"MAP3K20-AS1","MAP3K20-AS1","ENSG00000238133","MAP3K20-AS1"
"MAP3K21","MAP3K21","ENSG00000143674","MAP3K21"
"MAP3K3","MAP3K3","ENSG00000198909","MAP3K3"
"MAP3K4","MAP3K4","ENSG00000085511","MAP3K4"
"MAP3K5","MAP3K5","ENSG00000197442","MAP3K5"
"MAP3K6","MAP3K6","ENSG00000142733","MAP3K6"
"MAP3K7","MAP3K7","ENSG00000135341","MAP3K7"
"MAP3K7CL","MAP3K7CL","ENSG00000156265","MAP3K7CL"
"MAP3K8","MAP3K8","ENSG00000107968","MAP3K8"
"MAP3K9","MAP3K9","ENSG00000006432","MAP3K9"
"MAP4","MAP4","ENSG00000047849","MAP4"
"MAP4K1","MAP4K1","ENSG00000104814","MAP4K1"
"MAP4K2","MAP4K2","ENSG00000168067","MAP4K2"
"MAP4K3","MAP4K3","ENSG00000011566","MAP4K3"
"MAP4K3-DT","MAP4K3-DT","ENSG00000231312","MAP4K3-DT"
"MAP4K4","MAP4K4","ENSG00000071054","MAP4K4"
"MAP4K5","MAP4K5","ENSG00000012983","MAP4K5"
"MAP6","MAP6","ENSG00000171533","MAP6"
"MAP6D1","MAP6D1","ENSG00000180834","MAP6D1"
"MAP7","MAP7","ENSG00000135525","MAP7"
"MAP7D1","MAP7D1","ENSG00000116871","MAP7D1"
"MAP7D2","MAP7D2","ENSG00000184368","MAP7D2"
"MAP7D3","MAP7D3","ENSG00000129680","MAP7D3"
"MAP9","MAP9","ENSG00000164114","MAP9"
"MAPK1","MAPK1","ENSG00000100030","MAPK1"
"MAPK10","MAPK10","ENSG00000109339","MAPK10"
"MAPK11","MAPK11","ENSG00000185386","MAPK11"
"MAPK12","MAPK12","ENSG00000188130","MAPK12"
"MAPK13","MAPK13","ENSG00000156711","MAPK13"
"MAPK14","MAPK14","ENSG00000112062","MAPK14"
"MAPK15","MAPK15","ENSG00000181085","MAPK15"
"MAPK1IP1L","MAPK1IP1L","ENSG00000168175","MAPK1IP1L"
"MAPK3","MAPK3","ENSG00000102882","MAPK3"
"MAPK4","MAPK4","ENSG00000141639","MAPK4"
"MAPK6","MAPK6","ENSG00000069956","MAPK6"
"MAPK6-DT","MAPK6-DT","ENSG00000259438","MAPK6-DT"
"MAPK7","MAPK7","ENSG00000166484","MAPK7"
"MAPK8","MAPK8","ENSG00000107643","MAPK8"
"MAPK8IP1","MAPK8IP1","ENSG00000121653","MAPK8IP1"
"MAPK8IP2","MAPK8IP2","ENSG00000008735","MAPK8IP2"
"MAPK8IP3","MAPK8IP3","ENSG00000138834","MAPK8IP3"
"MAPK9","MAPK9","ENSG00000050748","MAPK9"
"MAPKAP1","MAPKAP1","ENSG00000119487","MAPKAP1"
"MAPKAPK2","MAPKAPK2","ENSG00000162889","MAPKAPK2"
"MAPKAPK3","MAPKAPK3","ENSG00000114738","MAPKAPK3"
"MAPKAPK5","MAPKAPK5","ENSG00000089022","MAPKAPK5"
"MAPKAPK5-AS1","MAPKAPK5-AS1","ENSG00000234608","MAPKAPK5-AS1"
"MAPKBP1","MAPKBP1","ENSG00000137802","MAPKBP1"
"MAPRE1","MAPRE1","ENSG00000101367","MAPRE1"
"MAPRE2","MAPRE2","ENSG00000166974","MAPRE2"
"MAPRE3","MAPRE3","ENSG00000084764","MAPRE3"
"MAPT","MAPT","ENSG00000186868","MAPT"
"MAPT-IT1","MAPT-IT1","ENSG00000279685","MAPT-IT1"
"MARCKS","MARCKS","ENSG00000277443","MARCKS"
"MARCKSL1","MARCKSL1","ENSG00000175130","MARCKSL1"
"MARCO","MARCO","ENSG00000019169","MARCO"
"MARCOL","MARCOL","ENSG00000248109","MARCOL"
"MARF1","MARF1","ENSG00000166783","MARF1"
"MARK1","MARK1","ENSG00000116141","MARK1"
"MARK2","MARK2","ENSG00000072518","MARK2"
"MARK3","MARK3","ENSG00000075413","MARK3"
"MARK4","MARK4","ENSG00000007047","MARK4"
"MARS2","MARS2","ENSG00000247626","MARS2"
"MARVELD1","MARVELD1","ENSG00000155254","MARVELD1"
"MARVELD2","MARVELD2","ENSG00000152939","MARVELD2"
"MARVELD3","MARVELD3","ENSG00000140832","MARVELD3"
"MAS1","MAS1","ENSG00000130368","MAS1"
"MAS1L","MAS1L","ENSG00000204687","MAS1L"
"MASP1","MASP1","ENSG00000127241","MASP1"
"MASP2","MASP2","ENSG00000009724","MASP2"
"MAST1","MAST1","ENSG00000105613","MAST1"
"MAST2","MAST2","ENSG00000086015","MAST2"
"MAST3","MAST3","ENSG00000099308","MAST3"
"MAST4","MAST4","ENSG00000069020","MAST4"
"MASTL","MASTL","ENSG00000120539","MASTL"
"MAT1A","MAT1A","ENSG00000151224","MAT1A"
"MAT2A","MAT2A","ENSG00000168906","MAT2A"
"MAT2B","MAT2B","ENSG00000038274","MAT2B"
"MATK","MATK","ENSG00000007264","MATK"
"MATN1","MATN1","ENSG00000162510","MATN1"
"MATN1-AS1","MATN1-AS1","ENSG00000186056","MATN1-AS1"
"MATN2","MATN2","ENSG00000132561","MATN2"
"MATN3","MATN3","ENSG00000132031","MATN3"
"MATN4","MATN4","ENSG00000124159","MATN4"
"MATR3","MATR3","ENSG00000015479","MATR3"
"MAU2","MAU2","ENSG00000129933","MAU2"
"MAVS","MAVS","ENSG00000088888","MAVS"
"MAX","MAX","ENSG00000125952","MAX"
"MAZ","MAZ","ENSG00000103495","MAZ"
"MB","MB","ENSG00000198125","MB"
"MB21D2","MB21D2","ENSG00000180611","MB21D2"
"MBD1","MBD1","ENSG00000141644","MBD1"
"MBD2","MBD2","ENSG00000134046","MBD2"
"MBD3","MBD3","ENSG00000071655","MBD3"
"MBD3L1","MBD3L1","ENSG00000170948","MBD3L1"
"MBD3L2","MBD3L2","ENSG00000230522","MBD3L2"
"MBD3L2B","MBD3L2B","ENSG00000196589","MBD3L2B"
"MBD3L3","MBD3L3","ENSG00000182315","MBD3L3"
"MBD3L4","MBD3L4","ENSG00000205718","MBD3L4"
"MBD3L5","MBD3L5","ENSG00000237247","MBD3L5"
"MBD4","MBD4","ENSG00000129071","MBD4"
"MBD5","MBD5","ENSG00000204406","MBD5"
"MBD6","MBD6","ENSG00000166987","MBD6"
"MBIP","MBIP","ENSG00000151332","MBIP"
"MBL2","MBL2","ENSG00000165471","MBL2"
"MBLAC1","MBLAC1","ENSG00000214309","MBLAC1"
"MBLAC2","MBLAC2","ENSG00000176055","MBLAC2"
"MBNL1","MBNL1","ENSG00000152601","MBNL1"
"MBNL1-AS1","MBNL1-AS1","ENSG00000229619","MBNL1-AS1"
"MBNL2","MBNL2","ENSG00000139793","MBNL2"
"MBNL3","MBNL3","ENSG00000076770","MBNL3"
"MBOAT1","MBOAT1","ENSG00000172197","MBOAT1"
"MBOAT2","MBOAT2","ENSG00000143797","MBOAT2"
"MBOAT4","MBOAT4","ENSG00000177669","MBOAT4"
"MBOAT7","MBOAT7","ENSG00000125505","MBOAT7"
"MBP","MBP","ENSG00000197971","MBP"
"MBTD1","MBTD1","ENSG00000011258","MBTD1"
"MBTPS1","MBTPS1","ENSG00000140943","MBTPS1"
"MBTPS2","MBTPS2","ENSG00000012174","MBTPS2"
"MC1R","MC1R","ENSG00000258839","MC1R"
"MC2R","MC2R","ENSG00000185231","MC2R"
"MC3R","MC3R","ENSG00000124089","MC3R"
"MC4R","MC4R","ENSG00000166603","MC4R"
"MC5R","MC5R","ENSG00000176136","MC5R"
"MCAM","MCAM","ENSG00000076706","MCAM"
"MCAT","MCAT","ENSG00000100294","MCAT"
"MCC","MCC","ENSG00000171444","MCC"
"MCCC1","MCCC1","ENSG00000078070","MCCC1"
"MCCC2","MCCC2","ENSG00000131844","MCCC2"
"MCCD1","MCCD1","ENSG00000204511","MCCD1"
"MCEE","MCEE","ENSG00000124370","MCEE"
"MCEMP1","MCEMP1","ENSG00000183019","MCEMP1"
"MCF2","MCF2","ENSG00000101977","MCF2"
"MCF2L","MCF2L","ENSG00000126217","MCF2L"
"MCF2L2","MCF2L2","ENSG00000053524","MCF2L2"
"MCFD2","MCFD2","ENSG00000180398","MCFD2"
"MCHR1","MCHR1","ENSG00000128285","MCHR1"
"MCHR2","MCHR2","ENSG00000152034","MCHR2"
"MCHR2-AS1","MCHR2-AS1","ENSG00000229315","MCHR2-AS1"
"MCIDAS","MCIDAS","ENSG00000234602","MCIDAS"
"MCL1","MCL1","ENSG00000143384","MCL1"
"MCM10","MCM10","ENSG00000065328","MCM10"
"MCM2","MCM2","ENSG00000073111","MCM2"
"MCM3","MCM3","ENSG00000112118","MCM3"
"MCM3AP","MCM3AP","ENSG00000160294","MCM3AP"
"MCM3AP-AS1","MCM3AP-AS1","ENSG00000215424","MCM3AP-AS1"
"MCM4","MCM4","ENSG00000104738","MCM4"
"MCM5","MCM5","ENSG00000100297","MCM5"
"MCM6","MCM6","ENSG00000076003","MCM6"
"MCM7","MCM7","ENSG00000166508","MCM7"
"MCM8","MCM8","ENSG00000125885","MCM8"
"MCM8-AS1","MCM8-AS1","ENSG00000278719","MCM8-AS1"
"MCM9","MCM9","ENSG00000111877","MCM9"
"MCMBP","MCMBP","ENSG00000197771","MCMBP"
"MCMDC2","MCMDC2","ENSG00000178460","MCMDC2"
"MCOLN1","MCOLN1","ENSG00000090674","MCOLN1"
"MCOLN2","MCOLN2","ENSG00000153898","MCOLN2"
"MCOLN3","MCOLN3","ENSG00000055732","MCOLN3"
"MCPH1","MCPH1","ENSG00000147316","MCPH1"
"MCRIP1","MCRIP1","ENSG00000225663","MCRIP1"
"MCRIP2","MCRIP2","ENSG00000172366","MCRIP2"
"MCRS1","MCRS1","ENSG00000187778","MCRS1"
"MCTP1","MCTP1","ENSG00000175471","MCTP1"
"MCTP2","MCTP2","ENSG00000140563","MCTP2"
"MCTS1","MCTS1","ENSG00000232119","MCTS1"
"MCTS2P","MCTS2P","ENSG00000101898","MCTS2P"
"MCU","MCU","ENSG00000156026","MCU"
"MCUB","MCUB","ENSG00000005059","MCUB"
"MCUR1","MCUR1","ENSG00000050393","MCUR1"
"MDC1","MDC1","ENSG00000137337","MDC1"
"MDC1-AS1","MDC1-AS1","ENSG00000224328","MDC1-AS1"
"MDFI","MDFI","ENSG00000112559","MDFI"
"MDFIC","MDFIC","ENSG00000135272","MDFIC"
"MDFIC2","MDFIC2","ENSG00000242120","MDFIC2"
"MDGA1","MDGA1","ENSG00000112139","MDGA1"
"MDGA2","MDGA2","ENSG00000139915","MDGA2"
"MDH1","MDH1","ENSG00000014641","MDH1"
"MDH1B","MDH1B","ENSG00000138400","MDH1B"
"MDH2","MDH2","ENSG00000146701","MDH2"
"MDK","MDK","ENSG00000110492","MDK"
"MDM1","MDM1","ENSG00000111554","MDM1"
"MDM2","MDM2","ENSG00000135679","MDM2"
"MDM4","MDM4","ENSG00000198625","MDM4"
"MDN1","MDN1","ENSG00000112159","MDN1"
"MDP1","MDP1","ENSG00000213920","MDP1"
"MDS2","MDS2","ENSG00000197880","MDS2"
"ME1","ME1","ENSG00000065833","ME1"
"ME2","ME2","ENSG00000082212","ME2"
"ME3","ME3","ENSG00000151376","ME3"
"MEA1","MEA1","ENSG00000124733","MEA1"
"MEAF6","MEAF6","ENSG00000163875","MEAF6"
"MEAK7","MEAK7","ENSG00000140950","MEAK7"
"MECOM","MECOM","ENSG00000085276","MECOM"
"MECP2","MECP2","ENSG00000169057","MECP2"
"MECR","MECR","ENSG00000116353","MECR"
"MED1","MED1","ENSG00000125686","MED1"
"MED10","MED10","ENSG00000133398","MED10"
"MED11","MED11","ENSG00000161920","MED11"
"MED12","MED12","ENSG00000184634","MED12"
"MED12L","MED12L","ENSG00000144893","MED12L"
"MED13","MED13","ENSG00000108510","MED13"
"MED13L","MED13L","ENSG00000123066","MED13L"
"MED14","MED14","ENSG00000180182","MED14"
"MED14OS","MED14OS","ENSG00000234636","MED14OS"
"MED15","MED15","ENSG00000099917","MED15"
"MED16","MED16","ENSG00000175221","MED16"
"MED17","MED17","ENSG00000042429","MED17"
"MED18","MED18","ENSG00000130772","MED18"
"MED19","MED19","ENSG00000156603","MED19"
"MED20","MED20","ENSG00000124641","MED20"
"MED21","MED21","ENSG00000152944","MED21"
"MED22","MED22","ENSG00000148297","MED22"
"MED23","MED23","ENSG00000112282","MED23"
"MED24","MED24","ENSG00000008838","MED24"
"MED25","MED25","ENSG00000104973","MED25"
"MED26","MED26","ENSG00000105085","MED26"
"MED27","MED27","ENSG00000160563","MED27"
"MED28","MED28","ENSG00000118579","MED28"
"MED29","MED29","ENSG00000063322","MED29"
"MED30","MED30","ENSG00000164758","MED30"
"MED31","MED31","ENSG00000108590","MED31"
"MED4","MED4","ENSG00000136146","MED4"
"MED4-AS1","MED4-AS1","ENSG00000229111","MED4-AS1"
"MED6","MED6","ENSG00000133997","MED6"
"MED7","MED7","ENSG00000155868","MED7"
"MED8","MED8","ENSG00000159479","MED8"
"MED9","MED9","ENSG00000141026","MED9"
"MEDAG","MEDAG","ENSG00000102802","MEDAG"
"MEF2A","MEF2A","ENSG00000068305","MEF2A"
"MEF2B","MEF2B","ENSG00000213999","MEF2B"
"MEF2C","MEF2C","ENSG00000081189","MEF2C"
"MEF2C-AS1","MEF2C-AS1","ENSG00000248309","MEF2C-AS1"
"MEF2C-AS2","MEF2C-AS2","ENSG00000245864","MEF2C-AS2"
"MEF2D","MEF2D","ENSG00000116604","MEF2D"
"MEFV","MEFV","ENSG00000103313","MEFV"
"MEG3","MEG3","ENSG00000214548","MEG3"
"MEG9","MEG9","ENSG00000223403","MEG9"
"MEGF10","MEGF10","ENSG00000145794","MEGF10"
"MEGF11","MEGF11","ENSG00000157890","MEGF11"
"MEGF6","MEGF6","ENSG00000162591","MEGF6"
"MEGF8","MEGF8","ENSG00000105429","MEGF8"
"MEGF9","MEGF9","ENSG00000106780","MEGF9"
"MEI1","MEI1","ENSG00000167077","MEI1"
"MEI4","MEI4","ENSG00000269964","MEI4"
"MEIG1","MEIG1","ENSG00000197889","MEIG1"
"MEIKIN","MEIKIN","ENSG00000239642","MEIKIN"
"MEIOB","MEIOB","ENSG00000162039","MEIOB"
"MEIOC","MEIOC","ENSG00000180336","MEIOC"
"MEIS1","MEIS1","ENSG00000143995","MEIS1"
"MEIS1-AS2","MEIS1-AS2","ENSG00000230749","MEIS1-AS2"
"MEIS2","MEIS2","ENSG00000134138","MEIS2"
"MEIS3","MEIS3","ENSG00000105419","MEIS3"
"MELK","MELK","ENSG00000165304","MELK"
"MELTF","MELTF","ENSG00000163975","MELTF"
"MELTF-AS1","MELTF-AS1","ENSG00000228109","MELTF-AS1"
"MEMO1","MEMO1","ENSG00000162959","MEMO1"
"MEN1","MEN1","ENSG00000133895","MEN1"
"MEOX1","MEOX1","ENSG00000005102","MEOX1"
"MEOX2","MEOX2","ENSG00000106511","MEOX2"
"MEP1A","MEP1A","ENSG00000112818","MEP1A"
"MEP1B","MEP1B","ENSG00000141434","MEP1B"
"MEPCE","MEPCE","ENSG00000146834","MEPCE"
"MEPE","MEPE","ENSG00000152595","MEPE"
"MERTK","MERTK","ENSG00000153208","MERTK"
"MESD","MESD","ENSG00000117899","MESD"
"MESP1","MESP1","ENSG00000166823","MESP1"
"MESP2","MESP2","ENSG00000188095","MESP2"
"MEST","MEST","ENSG00000106484","MEST"
"MET","MET","ENSG00000105976","MET"
"METAP1","METAP1","ENSG00000164024","METAP1"
"METAP1D","METAP1D","ENSG00000172878","METAP1D"
"METAP2","METAP2","ENSG00000111142","METAP2"
"METRN","METRN","ENSG00000103260","METRN"
"METRNL","METRNL","ENSG00000176845","METRNL"
"METTL1","METTL1","ENSG00000037897","METTL1"
